ngay_cap_nhat,task_id,ten_dau_viec,phong_chinh,phong_bao_cao,user,trang_thai_cu,trang_thai_moi,ngay_hoan_thanh,ghi_chu,nguon,may,ip
2026-05-11,225,Tích hợp phòng khám Sản + Phụ + Soi thành 1 phòng khám,KHTH,HCQT,HCQT,tre_deadline,da_hoan_thanh,2026-02-10,⚠️ Báo cáo từ phòng phối hợp (HCQT) — cần kiểm tra lại với phòng chính (KHTH),dashboard_auto,,
2026-05-11,276,KHTH chuẩn bị báo cáo tổng kết 3 tháng bằng hình ảnh và số liệu tiêu biểu,KHTH,HCQT,HCQT,tre_deadline,da_hoan_thanh,2026-03-09,⚠️ Báo cáo từ phòng phối hợp (HCQT) — cần kiểm tra lại với phòng chính (KHTH),dashboard_auto,,
2026-05-11,407,KHTH + Điều dưỡng + HCQT + VTTBYT rà soát TB KL họp T1-4/2026 và báo cáo hạng mục chưa/đang triển khai,KHTH,HCQT,HCQT,tre_deadline,dang_thuc_hien,,⚠️ Báo cáo từ phòng phối hợp (HCQT) — cần kiểm tra lại với phòng chính (KHTH),dashboard_auto,,
2026-05-11,416,TCCB + KHTH + Điều dưỡng + HCQT + CTXH triển khai mổ đục thủy tinh thể (CS2 chủ trì: tiếp nhận đến hậu phẫu và tư vấn tái khám),TCCB,HCQT,HCQT,tre_deadline,da_hoan_thanh,2026-04-28,⚠️ Báo cáo từ phòng phối hợp (HCQT) — cần kiểm tra lại với phòng chính (TCCB),dashboard_auto,,
2026-05-11,173,Triển khai đưa vào hoạt động Phòng khám Nội thứ 3,KHTH,KHTH,KHTH,tre_deadline,dang_thuc_hien,,"Thứ 2, thứ 3, thứ 6 hàng tuần.",dashboard_auto,,
2026-05-11,177,Tăng cường giám sát tuân thủ trang phục y tế và đeo bảng tên NVYT,KHTH,KHTH,KHTH,tre_deadline,dang_thuc_hien,,,dashboard_auto,,
2026-05-11,19,Đo lường kích thước khu vực WC và hành lang ngoài cho X-quang,HCQT,HCQT,HCQT,tre_deadline,da_hoan_thanh,2026-03-20,Hoàn thành,dashboard_auto,,
2026-05-11,8,Vẽ lại sơ đồ quy trình khám bệnh mới (tối ưu hóa luồng),KHTH,KHTH,KHTH,tre_deadline,da_hoan_thanh,2026-04-15,Đã phối hợp hoàn thành,dashboard_auto,,
2026-05-11,18,Thiết kế lại mặt bằng tích hợp CT - X-quang,KHTH,KHTH,KHTH,tre_deadline,dang_thuc_hien,,Phối hợp khảo sát đảm bảo quy trình chuyên môn,dashboard_auto,,
2026-05-11,54,Tái bố trí nhân sự Nội/Ngoại/Sản/Cấp cứu theo định hướng trực tập trung,KHTH,KHTH,KHTH,tre_deadline,da_hoan_thanh,2026-02-15,"Thông báo về việc trực tập trung, giám sát mỗi đợt nhân sự mới",dashboard_auto,,
2026-05-11,82,Hoàn thiện và trình phê duyệt hệ thống quy trình phác đồ điều trị phù hợp CS2,KHTH,KHTH,KHTH,tre_deadline,dang_thuc_hien,,"Đã ban hành 2 phác đồ, 2 QTKT, đang chờ bổ sung phác đồ nội ngoại thường gặp",dashboard_auto,,
2026-05-11,99,KHTH giám sát BS nội trú tập trung trực tại Cấp cứu đảm bảo điều trị kịp thời,KHTH,KHTH,KHTH,tre_deadline,da_hoan_thanh,2026-04-30,giám sát mỗi ngày,dashboard_auto,,
2026-05-11,143,KHTH + Điều dưỡng bố trí trực Tết và chuẩn bị khu khám bệnh tại CC,KHTH,KHTH,KHTH,tre_deadline,da_hoan_thanh,2026-03-15,,dashboard_auto,,
2026-05-11,167,Thực hiện nghiêm túc chế độ báo cáo định kỳ (hoạt động chung + chuyên môn + chuyển tuyến),KHTH,KHTH,KHTH,tre_deadline,da_hoan_thanh,2026-05-10,Thực hiện theo biểu mẫu báo cáo giao ban hằng ngày,dashboard_auto,,
2026-05-11,172,Tổ chức chuyên đề sinh hoạt khoa học về Bệnh Động Kinh,KHTH,KHTH,KHTH,tre_deadline,da_hoan_thanh,2026-04-08,,dashboard_auto,,
2026-05-11,223,Trực tập trung tại khoa Cấp cứu (điều hành KHTH + Điều dưỡng + HCQT),KHTH,KHTH,KHTH,tre_deadline,da_hoan_thanh,2026-04-10,"Đã hoàn thành thông báo cho luân chuyển mới, thực hiện giám sát",dashboard_auto,,
2026-05-11,260,KHTH + HCQT lắp đặt biển chỉ dẫn đường bộ 3 vị trí đến BVTD CS2,KHTH,KHTH,KHTH,tre_deadline,dang_thuc_hien,,Phối hợp HCQT liên hệ địa phương : thống nhất vị trí lắp đặt,dashboard_auto,,
2026-05-11,361,"KHTH + Điều dưỡng + HCQT rà soát chỉnh sửa bảng thông tin phòng họp Cấp cứu (BN nặng, số NB và NV toàn viện từng khoa theo ngày)",KHTH,KHTH,KHTH,tre_deadline,da_hoan_thanh,2026-04-17,Thực hiện mỗi ngày,dashboard_auto,,
2026-05-11,387,KHTH + Điều dưỡng + HCQT làm bảng thông tin trực phòng họp CC (lãnh đạo/BS/ĐD/hotline),KHTH,KHTH,KHTH,tre_deadline,da_hoan_thanh,2026-04-17,Đã hoàn thành,dashboard_auto,,
2026-05-12,159,Thay mới bản lề cửa cuối hành lang Khoa Ngoại,HCQT,HCQT,HCQT,tre_deadline,da_hoan_thanh,2026-04-19,Hoàn thành,dashboard_auto,,
2026-05-12,160,Sơn lại lan can khu Cấp cứu/khu Phòng khám/khu C,HCQT,HCQT,HCQT,tre_deadline,da_hoan_thanh,2026-02-10,Hoàn thành,dashboard_auto,,
2026-05-12,161,Sơn trắng cửa sắt tủ điện/tủ mạng tại hành lang các khoa,HCQT,HCQT,HCQT,tre_deadline,da_hoan_thanh,2026-02-26,Hoàn thành,dashboard_auto,,
2026-05-12,162,Chuẩn hóa nội dung và hướng mũi tên bảng chỉ dẫn khu CC và Khoa Ngoại,HCQT,HCQT,HCQT,tre_deadline,da_hoan_thanh,2026-02-18,Hoàn thành,dashboard_auto,,
2026-05-12,219,Sửa chữa tường bị thủng ở lối ra bên hông phòng khám,HCQT,HCQT,HCQT,tre_deadline,da_hoan_thanh,2026-03-05,Hoàn thành,dashboard_auto,,
2026-05-12,37,Cải tạo vườn trước khu nhân viên (lát tấm đan 80cm chia 2 ô),HCQT,HCQT,HCQT,da_hoan_thanh,da_hoan_thanh,,Hoàn thành,dashboard_auto,,
2026-05-12,65,Cải tạo khu nhà nghỉ nhân viên: di dời cây xanh + sân phơi đồ (đá sỏi/dây phơi/chiếu sáng/sửa nắp cống) + sân thể thao,HCQT,HCQT,HCQT,da_hoan_thanh,da_hoan_thanh,,Hoàn thành,dashboard_auto,,
2026-05-12,178,Xây dựng quy trình kỹ thuật nội soi; đăng ký DMKT nội soi với Sở Y tế,KHTH,KHTH,KHTH,tre_deadline,da_hoan_thanh,2026-04-28,đã hoàn thành,dashboard_auto,,
2026-05-12,240,KHTH báo cáo phân tích chi tiết tình hình chuyển viện và theo dấu người bệnh,KHTH,KHTH,KHTH,tre_deadline,dang_thuc_hien,,,dashboard_auto,,
2026-05-12,243,KHTH triển khai diễn tập hàng tuần: báo động đỏ và đa chấn thương,KHTH,KHTH,KHTH,tre_deadline,dang_thuc_hien,,đang thực hiện,dashboard_auto,,
2026-05-12,263,KHTH khẩn trương đăng ký bổ sung DMKT nội soi TMH và tiêu hóa (trên và dưới) với Sở Y tế,KHTH,KHTH,KHTH,tre_deadline,da_hoan_thanh,2026-04-15,,dashboard_auto,,
2026-05-12,264,KHTH + Điều dưỡng tổ chức gói khám tầm soát chuyên sâu cho nhóm nguy cơ cao,KHTH,KHTH,KHTH,tre_deadline,dang_thuc_hien,,,dashboard_auto,,
2026-05-12,16,Thay thế giường Inox bằng bàn khám Inox chuyên dụng (Khám Nhi),VTTBYT,VTTBYT,VTTBYT,tre_deadline,da_hoan_thanh,2026-05-12,,dashboard_auto,,
2026-05-12,201,Khoa Dược quản lý Kho tổng CS2 theo quy trình tương đương CS1,Dược,BGD,BGD,tre_deadline,dang_thuc_hien,,,dashboard_auto,Windows / Edge,—
2026-05-12,298,HCQT bố trí thêm 15-20 ghế tiện ích cho người nhà nội trú,HCQT,HCQT,HCQT,tre_deadline,da_hoan_thanh,2026-05-12,,dashboard_auto,,
2026-05-15,9,Bố trí lại vị trí công việc theo thứ tự tải trọng,Điều dưỡng,"Điều dưỡng, Công Đoàn, CSKH, Đoàn Thanh Niên",DD,tre_deadline,da_hoan_thanh,2025-12-30,,dashboard_auto,,
2026-05-15,13,Sắp xếp lại Poster tại phòng ECG (theo chuẩn BVND),Điều dưỡng,"Điều dưỡng, Công Đoàn, CSKH, Đoàn Thanh Niên",DD,tre_deadline,da_hoan_thanh,2025-12-16,,dashboard_auto,,
2026-05-15,15,Rà soát góc truyền thông phòng Soi và Phụ sản,Điều dưỡng,"Điều dưỡng, Công Đoàn, CSKH, Đoàn Thanh Niên",DD,tre_deadline,da_hoan_thanh,2026-12-22,,dashboard_auto,,
2026-05-15,61,Thực hiện và giám sát 5S tại khoa Cấp cứu chống độc,Điều dưỡng,"Điều dưỡng, Công Đoàn, CSKH, Đoàn Thanh Niên",DD,tre_deadline,da_hoan_thanh,2026-01-12,,dashboard_auto,,
2026-05-15,62,Chuẩn bị đồng phục cho bác sĩ và người bệnh,Điều dưỡng,"Điều dưỡng, Công Đoàn, CSKH, Đoàn Thanh Niên",DD,tre_deadline,da_hoan_thanh,2026-02-10,,dashboard_auto,,
2026-05-15,87,Tổ chức phong trào mỗi khoa/phòng chăm sóc vườn cây + gắn bảng tên khoa và tên lãnh đạo,Công Đoàn,"Điều dưỡng, Công Đoàn, CSKH, Đoàn Thanh Niên",DD,tre_deadline,da_hoan_thanh,2026-04-24,,dashboard_auto,,
2026-05-15,89,Chuẩn hóa và đánh dấu khu vực để xe lăn toàn viện theo chuẩn CS1 (khu CC và phòng khám),Điều dưỡng,"Điều dưỡng, Công Đoàn, CSKH, Đoàn Thanh Niên",DD,da_hoan_thanh,da_hoan_thanh,2026-01-30,,dashboard_auto,,
2026-05-15,113,Điều dưỡng + HCQT bố trí bàn ăn ngoài hành lang - không ăn trong phòng,Điều dưỡng,"Điều dưỡng, Công Đoàn, CSKH, Đoàn Thanh Niên",DD,tre_deadline,da_hoan_thanh,2026-01-09,,dashboard_auto,,
2026-05-15,156,Thiết kế và niêm yết Poster quy trình cấp phát thuốc; phân định ô nộp toa và ô nhận thuốc,Điều dưỡng,"Điều dưỡng, Công Đoàn, CSKH, Đoàn Thanh Niên",DD,tre_deadline,da_hoan_thanh,2026-02-10,,dashboard_auto,,
2026-05-15,165,Đồng bộ sử dụng khăn trải giường màu trắng,Điều dưỡng,"Điều dưỡng, Công Đoàn, CSKH, Đoàn Thanh Niên",DD,tre_deadline,da_hoan_thanh,2026-02-10,,dashboard_auto,,
2026-05-15,166,Tăng cường bố trí Poster tuyên truyền TTGDSK tại khu Cấp cứu,Điều dưỡng,"Điều dưỡng, Công Đoàn, CSKH, Đoàn Thanh Niên",DD,tre_deadline,dang_thuc_hien,,Chờ Phòng CTXH,dashboard_auto,,
2026-05-15,171,Điều dưỡng liên hệ thăm hỏi nắm bắt tình trạng sức khỏe ca đã chuyển tuyến,Điều dưỡng,"Điều dưỡng, Công Đoàn, CSKH, Đoàn Thanh Niên",DD,tre_deadline,da_hoan_thanh,2026-02-10,,dashboard_auto,,
2026-05-15,174,Bố trí Hộ sinh hoặc Điều dưỡng trực chuyên môn tại Phòng khám Nội,Điều dưỡng,"Điều dưỡng, Công Đoàn, CSKH, Đoàn Thanh Niên",DD,tre_deadline,da_hoan_thanh,2026-02-10,,dashboard_auto,,
2026-05-15,175,Rà soát thay thế Poster chuyên nghiệp tại phòng khám Sản (hình ảnh nhân viên BV),Điều dưỡng,"Điều dưỡng, Công Đoàn, CSKH, Đoàn Thanh Niên",DD,tre_deadline,da_hoan_thanh,2026-02-10,,dashboard_auto,,
2026-05-15,182,Bố trí nhân sự hành chính nhập liệu HIS tại đơn vị Thận nhân tạo,Điều dưỡng,"Điều dưỡng, Công Đoàn, CSKH, Đoàn Thanh Niên",DD,tre_deadline,da_hoan_thanh,2026-03-10,,dashboard_auto,,
2026-05-15,293,"Điều dưỡng + KHTH + CTXH phối hợp Hội Phụ nữ địa phương triển khai truyền thông chiến dịch tiêm chủng và khám sức khỏe tại cộng đồng (xã, ấp)",Điều dưỡng,"Điều dưỡng, Công Đoàn, CSKH, Đoàn Thanh Niên",DD,tre_deadline,dang_thuc_hien,,,dashboard_auto,,
2026-05-15,322,Điều dưỡng + HCQT điều chỉnh kê nhiều nhất 2 giường trong 1 phòng khoa Sản,Điều dưỡng,"Điều dưỡng, Công Đoàn, CSKH, Đoàn Thanh Niên",DD,tre_deadline,dang_thuc_hien,,,dashboard_auto,,
2026-05-15,326,HCQT + Điều dưỡng làm lại hệ thống rèm khu hồi sức Cấp cứu để tăng tính riêng tư nam và nữ,HCQT,"Điều dưỡng, Công Đoàn, CSKH, Đoàn Thanh Niên",DD,tre_deadline,dang_thuc_hien,,⚠️ Báo cáo từ phòng phối hợp (DD) — cần kiểm tra lại với phòng chính (HCQT) | Chờ HCQT mời bên công ty vào đo,dashboard_auto,,
2026-05-15,345,Khoa Sản: Điều dưỡng chuẩn hóa quy trình đặt giấy in và theo dõi sát sao biểu đồ monitor,Điều dưỡng,"Điều dưỡng, Công Đoàn, CSKH, Đoàn Thanh Niên",DD,tre_deadline,da_hoan_thanh,2026-03-24,,dashboard_auto,,
2026-05-15,365,Điều dưỡng + KHTH tăng cường TTGDSK Nuôi con bằng sữa loài người (Human milk); 100% trẻ sinh tại CS2 được hướng dẫn,Điều dưỡng,"Điều dưỡng, Công Đoàn, CSKH, Đoàn Thanh Niên",DD,tre_deadline,da_hoan_thanh,2026-03-24,,dashboard_auto,,
2026-05-15,376,Điều dưỡng giám sát trang phục người bệnh; tuyệt đối không để bệnh nhân không mặc áo trong quá trình lưu trú,Điều dưỡng,"Điều dưỡng, Công Đoàn, CSKH, Đoàn Thanh Niên",DD,dang_thuc_hien,da_hoan_thanh,2026-04-10,,dashboard_auto,,
2026-05-15,435,Điều dưỡng + BS Trưởng CC cải tiến tiếp nhận CC chuyên nghiệp (đồng phục BN/người nhà/lắc tay),Điều dưỡng,"Điều dưỡng, Công Đoàn, CSKH, Đoàn Thanh Niên",DD,tre_deadline,da_hoan_thanh,2026-05-11,,dashboard_auto,,
2026-05-15,209,Điều dưỡng trưởng rà soát và khắc phục đồng phục NVYT (size không chuẩn),Điều dưỡng,"Điều dưỡng, Công Đoàn, CSKH, Đoàn Thanh Niên",DD,tre_deadline,da_hoan_thanh,2026-04-02,,dashboard_auto,,
2026-05-15,209,Điều dưỡng trưởng rà soát và khắc phục đồng phục NVYT (size không chuẩn),Điều dưỡng,"Điều dưỡng, Công Đoàn, CSKH, Đoàn Thanh Niên",DD,da_hoan_thanh,da_hoan_thanh,2026-04-02,,dashboard_auto,,
2026-05-15,248,Điều dưỡng quản lý giấy chuyển viện,Điều dưỡng,"Điều dưỡng, Công Đoàn, CSKH, Đoàn Thanh Niên",DD,dang_thuc_hien,da_hoan_thanh,2026-10-02,Phối hợp phòng KHTH + Điều dưỡng,dashboard_auto,,
2026-05-15,406,Điều dưỡng + CTXH thiết kế Poster nuôi con bằng sữa mẹ Human Milk (dạ dày trẻ sơ sinh tại hậu sản/GMHS/Nhi),Điều dưỡng,"Điều dưỡng, Công Đoàn, CSKH, Đoàn Thanh Niên",DD,tre_deadline,da_hoan_thanh,2026-04-21,,dashboard_auto,,
2026-05-15,7,Thiết lập trạm CSKH thành điểm in tập trung,CSKH,"Điều dưỡng, Công Đoàn, CSKH, Đoàn Thanh Niên",DD,tre_deadline,da_hoan_thanh,2026-02-01,,dashboard_auto,,
2026-05-15,52,Tăng cường truyền thông dịch vụ và tiếp đón tư vấn người bệnh,CSKH,"Điều dưỡng, Công Đoàn, CSKH, Đoàn Thanh Niên",DD,tre_deadline,da_hoan_thanh,2026-01-12,,dashboard_auto,,
2026-05-15,408,Điều dưỡng + HCQT giám sát đồng phục NB (áo người bệnh) và người nhà (áo vàng) đúng quy định,Điều dưỡng,"Điều dưỡng, Công Đoàn, CSKH, Đoàn Thanh Niên",DD,dang_thuc_hien,da_hoan_thanh,2026-04-21,,dashboard_auto,,
2026-05-15,415,Điều dưỡng chuẩn bị báo cáo CS1 về lưu đồ in toa thuốc tập trung và lưu đồ khoa khám bệnh,Điều dưỡng,"Điều dưỡng, Công Đoàn, CSKH, Đoàn Thanh Niên",DD,tre_deadline,da_hoan_thanh,2026-04-21,,dashboard_auto,,
2026-05-15,166,Tăng cường bố trí Poster tuyên truyền TTGDSK tại khu Cấp cứu,Điều dưỡng,"Điều dưỡng, Công Đoàn, CSKH, Đoàn Thanh Niên",DD,dang_thuc_hien,dang_thuc_hien,,phối hợp với phòng CTXH,dashboard_auto,,
2026-05-18,166,Tăng cường bố trí Poster tuyên truyền TTGDSK tại khu Cấp cứu,Điều dưỡng,"Điều dưỡng, Công Đoàn, CSKH, Đoàn Thanh Niên",DD,dang_thuc_hien,dang_thuc_hien,,Đang phối hợp với phòng CTXH,dashboard_auto,,
2026-05-18,293,"Điều dưỡng + KHTH + CTXH phối hợp Hội Phụ nữ địa phương triển khai truyền thông chiến dịch tiêm chủng và khám sức khỏe tại cộng đồng (xã, ấp)",Điều dưỡng,"Điều dưỡng, Công Đoàn, CSKH, Đoàn Thanh Niên",DD,dang_thuc_hien,da_hoan_thanh,2026-04-17,,dashboard_auto,,
2026-05-18,329,KHTH + TCKT triển khai giảm đau sản khoa (đẻ không đau) được thanh toán BHYT,KHTH,KHTH,KHTH,tre_deadline,da_hoan_thanh,2026-04-14,Bs Ngọc Hải đã duyệt Tờ trình chủ  trương,dashboard_auto,,
2026-05-18,379,"Công đoàn + Điều dưỡng phát động phong trào thể dục thể thao (bóng đá, nhảy dây); chuẩn bị Hội thao chào mừng lễ 30/04",Công Đoàn,"Điều dưỡng, Công Đoàn, CSKH, Đoàn Thanh Niên",DD,tre_deadline,da_hoan_thanh,2026-04-24,,dashboard_auto,,
2026-05-18,114,KHTH tờ trình chuyển Khoa Sanh + phòng khám (Mắt/RHM/TMH) xuống tầng trệt,KHTH,KHTH,KHTH,tre_deadline,da_hoan_thanh,2026-05-18,,dashboard_auto,,
2026-05-18,262,KHTH ký kết MOU với Trạm Y tế xã huyện Cần Giờ về chuyển tuyến và chia sẻ CLS,KHTH,KHTH,KHTH,tre_deadline,dang_thuc_hien,,Đã làm tờ trình xin chủ trương,dashboard_auto,,
2026-05-18,331,Các ca chuyển viện: KHTH cho bệnh nhân ký phiếu cam kết đã được tư vấn đầy đủ nhưng vẫn muốn chuyển,KHTH,KHTH,KHTH,tre_deadline,da_hoan_thanh,2026-05-18,Đã triển khai theo chỉ đạo.,dashboard_auto,,
2026-05-18,393,KHTH + Điều dưỡng báo cáo tiến độ triển khai hoạt động sau học tập TNT tại BV LVT (chăm sóc chuyên sâu theo nhóm),KHTH,KHTH,KHTH,tre_deadline,da_hoan_thanh,2026-05-18,,dashboard_auto,,
2026-05-18,397,KHTH báo cáo ngày triển khai nội soi tiêu hóa và số lượng/cách thức thực hiện,KHTH,KHTH,KHTH,tre_deadline,da_hoan_thanh,2026-05-12,"Ngày triển khai: 12/5/2026
Tới ngày 18/5/2026: đã thực hiện 06 ca. Trong đó 2 ca NS dạ dày và đại tràng. 4 ca nội soi dạ dày.",dashboard_auto,,
